name,algoritmo,modelo,modalidad,n,k,target_cardinality,cardinality_pred,Execution_Time,ARI,AMI,NMI,Silhouette_mean,Error_Card_Pct
stl10,K-MeansPSO,BLIP,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,42.16725369999767,0.0011626219550211,0.0023422084378664,0.0058661517659059,-0.0157877324201595,0.0
pathmnist,K-MeansPSO,BLIP,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,104.38322220000556,-2.806245969434949e-05,0.0002588964689208,0.0023760470430734,-0.0369090631431146,0.0
oxfordpet,K-MeansPSO,BLIP,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,76.83542659999512,0.0946819198998143,0.3391058105742114,0.3559497328573328,-0.0754788814298694,0.0
organcmnist,K-MeansPSO,BLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,139.4420312000002,0.0012509220943058,0.000573793066867,0.003242689405693,-0.0196179639838077,0.0
organsmnist,K-MeansPSO,BLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,144.76402420000522,0.0024314342573468,-5.969984654704672e-05,0.0024770002209173,-0.0228983357556675,0.0
usps,K-MeansPSO,BLIP,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,161.35034190000442,0.0007283796702815,0.0013251309773624,0.0032473885030114,-0.0281384288840498,0.0
cifar100,K-MeansPSO,BLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,271.642891800002,-0.0002570726462089,-0.000798240468839,0.0052790911351135,-0.019790367957843,0.0
cifar10,K-MeansPSO,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,220.37492109999584,0.0004865701701701,0.0009411565894658,0.0027019674007995,-0.0151503356462108,0.0
fashionmnist,K-MeansPSO,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,194.3515746000048,0.0004225125125125,0.0008414708313677,0.0026024573358167,-0.0202139133472804,0.0
mnist,K-MeansPSO,BLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,203.66257439999023,4.000226070657324e-05,5.215541963718985e-05,0.0018158886902533,-0.0201713321605023,0.0
orl,SCK,BLIP,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.511773499994888,0.3617136752136752,0.4950370394962802,0.7034386234592125,0.0664510578251481,0.0
semeion,SCK,BLIP,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,0.6098466999974335,0.1643382858106942,0.2736765607881358,0.2818039423973641,0.0636243406434901,0.0
retinamnist,SCK,BLIP,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,0.2825845999905141,0.0698848063036315,0.066715175489568,0.0700717465328876,0.0211375077067724,0.0
digits,SCK,BLIP,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,0.7017424000077881,0.1767642043853849,0.3081599607287124,0.3150118762807017,0.0862567514933708,0.0
dermamnist,SCK,BLIP,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,0.4487977000098908,-0.1509451975289134,0.0656699884658667,0.073504940782793,-0.1004492186333336,0.0
lfw,SCK,BLIP,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,5.2798255999950925,0.0607237077633945,0.2863221480862931,0.344166033519602,-0.0777408468303326,0.0
bloodmnist,SCK,BLIP,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,1.374937400003546,0.0866563055658809,0.1472571099518543,0.1503230294052364,-0.0278410566803495,0.0
stl10,SCK,BLIP,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,3.3504681999911554,0.3753954869739479,0.4704581307618138,0.4723285872979148,0.0650285894428765,0.0
pathmnist,SCK,BLIP,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,5.141464000000269,0.2884457155538243,0.3927534290229018,0.3940393943811885,-0.0027464680489659,0.0
oxfordpet,SCK,BLIP,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,38.427184800006216,0.1957228631483219,0.4318449104636687,0.4463252317102886,0.0060951122881434,0.0
organcmnist,SCK,BLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,7.795892699999968,0.0872298585562103,0.2004476275624601,0.202582775094809,-0.0049572572109589,0.0
organsmnist,SCK,BLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,8.804997200000798,0.079429300558585,0.1366976396121493,0.1388874480367604,0.0025640684790535,0.0
usps,SCK,BLIP,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,8.719647800011444,0.3123619575891498,0.4763615792115145,0.4773694827107431,0.1331448683160574,0.0
cifar100,SCK,BLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,24.809486700003617,0.1364864119048621,0.2814804855123551,0.2858436839842136,-0.0001807290498289,0.0
cifar10,SCK,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,9.489906199989491,0.2948664274274274,0.4091317738584507,0.4101731611276048,0.053429672896106,0.0
fashionmnist,SCK,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,9.786961999998312,0.3582519245245245,0.4966709210573101,0.4975580232432388,0.1497457349007767,0.0
mnist,SCK,BLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,9.497006199992027,0.3036850379052431,0.4432308511064473,0.4442128945972938,0.0951890451428806,0.0
orl,K-MeansACO,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,12.086762200007795,0.2417863247863247,0.3676388064060136,0.628618491431261,0.0361602392302331,0.0
semeion,K-MeansACO,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,117.37441879999824,0.0793464852463674,0.1289784046892639,0.1387249232687148,0.0724940854269042,0.0
retinamnist,K-MeansACO,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,119.82626830000665,-0.0175797087205693,0.0103566589623865,0.0139159241454279,0.2125287477991326,0.0
digits,K-MeansACO,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,131.5802374999912,0.1090734230960932,0.1660540701100966,0.1743133883949266,0.10006105982738,0.0
dermamnist,K-MeansACO,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,163.91845040000044,0.056778255186464,0.0117944503634422,0.0200811833861901,-0.1400293172301915,0.0
lfw,K-MeansACO,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,213.62834709999152,0.0949786582838731,0.2034799091743884,0.2680381923766761,-0.086927084822535,0.0
bloodmnist,K-MeansACO,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,307.2318316000019,0.0281751075312197,0.0468192157716611,0.0502462458214699,0.0508071388154193,0.0
stl10,K-MeansACO,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,525.8217505000066,0.5504493135604542,0.6131252163950245,0.6144917418950527,0.1822469326433961,0.0
pathmnist,K-MeansACO,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,930.3665335000114,0.0261835459057202,0.0488620603074467,0.0508762840179715,0.1310427622177317,0.0
oxfordpet,K-MeansACO,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,1106.253765500005,0.2201653775211092,0.4232432975409134,0.437942844348748,0.0128800189815959,0.0
organcmnist,K-MeansACO,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,1141.1119730999926,0.0544144294411259,0.105887861486007,0.1082755241232541,0.0674659676019477,0.0
organsmnist,K-MeansACO,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,1321.7968821000104,0.0639554888478835,0.1166723710348716,0.118912974527176,0.0615059633876737,0.0
usps,K-MeansACO,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,1369.725512799996,0.1916762825703306,0.2920463979455034,0.2934090728075347,0.0761569988892974,0.0
cifar100,K-MeansACO,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,1984.1426948000008,0.2838311153101451,0.4063869047101714,0.4099916109123276,0.0282038853910487,0.0
cifar10,K-MeansACO,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1910.152002700008,0.5245042332332333,0.5832104272576544,0.5839450061971997,0.1569499693618088,0.0
fashionmnist,K-MeansACO,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,3236.1995873999986,0.2268687789789789,0.3400087136994377,0.3411719282587892,0.095150235283154,0.0
mnist,K-MeansACO,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,1024.8613867000097,0.0930194706058595,0.1495395826325224,0.1510396462024205,0.1012181767941989,0.0
orl,K-MeansBA,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,11.50694089999888,0.2872564102564102,0.4257657226182376,0.6627560413790283,0.0018151859256776,0.0
semeion,K-MeansBA,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,79.61519070000213,0.0687885522918887,0.1109892201477419,0.1209370333016409,0.0437326544165276,0.0
retinamnist,K-MeansBA,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,72.99202779999177,-0.0152698862555557,0.0020441074831114,0.0056332688659609,0.070432596173823,0.0
digits,K-MeansBA,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,88.31204279999656,0.0936115182066401,0.1536161074810428,0.1619986101216999,0.0382501477145065,0.0
dermamnist,K-MeansBA,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,115.21239240000432,0.0037457072853013,-0.0034224878799428,0.004991848863198,0.0089623672262127,0.0
lfw,K-MeansBA,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,212.6034151000058,0.0011615129185589,8.86699447082559e-06,0.0810585624232853,-0.1051418644443992,0.0
bloodmnist,K-MeansBA,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,210.4832136999903,0.0219247419802987,0.0315767377807926,0.0350585700580199,0.007317135256295,0.0
stl10,K-MeansBA,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,349.10526969999773,0.587624687063015,0.654667891528283,0.6558876793051129,0.1704236260804294,0.0
pathmnist,K-MeansBA,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,646.975036600008,0.025674822914994,0.0417149467129311,0.0437443058576164,0.0410319733210533,0.0
oxfordpet,K-MeansBA,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,992.667712800001,0.2257564417568709,0.4389789941721458,0.4532774921352968,0.0057568784856313,0.0
organcmnist,K-MeansBA,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,843.1477179000067,0.0012427618796039,0.0002972422020042,0.0029668770501724,-0.0217243840090229,0.0
organsmnist,K-MeansBA,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,1000.5864385000024,-0.0004522626046277,0.0004523900000847,0.0029877911267472,-0.0211410758271348,0.0
usps,K-MeansBA,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,980.095147800006,0.1753007268629007,0.268795999631077,0.270203427049241,0.026951048432356,0.0
cifar100,K-MeansBA,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,1487.3972728999945,0.3107447908670583,0.4385921936226311,0.4420013337134496,0.0502085322012616,0.0
cifar10,K-MeansBA,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1340.568562300003,0.5345379311311311,0.5977744322814237,0.59848334260528,0.1563360593321895,0.0
fashionmnist,K-MeansBA,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,2981.7265008999966,0.2537939029029029,0.3637735819106231,0.3648949116128892,0.0827094226892786,0.0
mnist,K-MeansBA,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,777.3921132999967,0.0805803452924742,0.1355866537310029,0.1371113278293996,0.0684694334613222,0.0
bloodmnist,CSCLP,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,6.460562400003255,0.031169727115172,0.0568167336964351,0.0602078190493735,0.0654119855397551,0.0
cifar10,CSCLP,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,70.97954890000256,0.5726780384384385,0.6383026313187875,0.6389401119250656,0.1795135360597082,0.0
cifar100,CSCLP,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,147.203212299999,0.291944930345618,0.4399906721414703,0.4433913199934375,0.0726034152313395,0.0
dermamnist,CSCLP,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,2.7686083000007784,0.0634741831635978,0.018141775575391,0.026375282232977,0.0988708788064457,0.0
digits,CSCLP,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,2.612839099998382,0.1724630841522723,0.2332514937805063,0.2408452954051761,0.1558070949134344,0.0
fashionmnist,CSCLP,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,69.41322740000032,0.3433700850850851,0.4573290303454659,0.4582854714166471,0.1413249157812634,0.0
lfw,CSCLP,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,14.232902399999148,0.0756266425573777,0.2175220595950656,0.2809422206908694,-0.0504161159754574,0.0
mnist,CSCLP,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,86.83555949999936,0.1411602159563943,0.1933016808616608,0.1947245557371114,0.1374135284975858,0.0
organcmnist,CSCLP,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,43.57742169999983,0.0726393946691635,0.1381474026272291,0.1404489184627947,0.1413343706133736,0.0
organsmnist,CSCLP,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,67.62925110000288,0.0589328379019943,0.1346411184972967,0.1368361433877364,0.1391535085666298,0.0
orl,CSCLP,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.3738150999997742,0.2361025641025641,0.3646868421750611,0.6268848225400672,0.0854965009134832,0.0
oxfordpet,CSCLP,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,197.6540375000004,0.3047868138059907,0.4857685738750062,0.4988745662044496,0.0658986300087563,0.0
pathmnist,CSCLP,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,28.981835099999444,0.0413933321331807,0.0630640001056959,0.0650481483847997,0.171734008244047,0.0
retinamnist,CSCLP,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,1.2958860999970057,0.0431960655445147,0.0129571555670146,0.0165070680301016,-0.0135170458033397,0.0
semeion,CSCLP,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,1.816201000001456,0.0971866621986391,0.1491380538300232,0.1586589908671066,0.1049440237041073,0.0
stl10,CSCLP,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,19.120277500001976,0.6349213937207748,0.6986323543973741,0.6996968501723687,0.2459974941024619,0.0
usps,CSCLP,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,67.65749209999922,0.2432378187710034,0.3537077797378565,0.354951768269763,0.1041982547659605,0.0
orl,HCAKC,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,6.222279499997967,0.3776282051282051,0.5356055115381736,0.7272642163322005,-0.0815021447172513,0.0
semeion,HCAKC,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,162 161 161 158 159 159 161 159 158 155,30.664561099998537,0.0401879132292143,0.0786404381372422,0.0889502262485766,-0.0633517661388825,0.0
retinamnist,HCAKC,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 326 282 186 92,32.360135100010666,0.0056938489879664,6.932330672075292e-05,0.0036655870266159,-0.089530160459403,0.0
digits,HCAKC,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,182 181 183 182 174 181 180 178 179 177,31.397930100007216,0.089690722109896,0.1345934279023867,0.1431643292864626,-0.0262881992001121,0.0
dermamnist,HCAKC,Qwen2-VL,imagen,2005,7,66 103 220 23 223 1341 29,66 1341 220 103 223 29 23,30.861360499999137,0.0291044139551859,0.0073133862375346,0.0156376958374256,-0.2532328044080594,0.0
lfw,HCAKC,Qwen2-VL,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,236 530 52 53 144 77 121 49 48 30 109 44 71 60 42 52 41 55 32 33 32 41 36 42 32 39 30 37 35 39 31 31 33 33,88.1159547999996,0.0415302338964095,0.1510542441083248,0.2198616491738101,-0.1297256062741195,0.0
bloodmnist,HCAKC,Qwen2-VL,imagen,3421,8,244 624 311 579 243 284 666 470,666 470 624 579 243 311 244 284,108.04098499999964,0.0120658320513127,0.0172064084707052,0.0207399072850534,-0.088674547399379,0.0
stl10,HCAKC,Qwen2-VL,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,139.13996489999408,0.3336696988643954,0.4433795480613092,0.4453456520144376,0.0118498863656175,0.0
pathmnist,HCAKC,Qwen2-VL,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,847 1233 1338 634 1035 741 421 592 339,321.9091552000027,0.0446866260346315,0.0631729840878575,0.0651569015717088,0.1127772356746077,0.0
oxfordpet,HCAKC,Qwen2-VL,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,189 200 200 200 200 200 200 200 200 200 200 200 200 200 199 200 200 200 200 200 200 200 200 200 200 199 200 200 199 196 200 190 200 196 198 184 199,580.1636746000004,0.1931508604204335,0.4287611585515193,0.4433200740396679,-0.049860238720863,0.0
organcmnist,HCAKC,Qwen2-VL,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,750 1835 735 962 828 549 557 431 727 421 421,547.9064498999942,0.0409512409279025,0.0685689722374023,0.0710562923042763,-0.035234194588332,0.0
organsmnist,HCAKC,Qwen2-VL,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,704 968 811 1343 693 2078 397 439 510 445 439,470.58275700001104,0.0555171145335908,0.0755468439293219,0.0778917643213065,0.0215823996163627,0.0
usps,HCAKC,Qwen2-VL,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,929 1553 1269 852 834 824 821 708 792 716,470.74036769999657,0.1422590035978575,0.2074641732021312,0.2089896526195712,-0.0421686533579198,0.0
cifar100,HCAKC,Qwen2-VL,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500 500 500 500 500 500 500 500 499 499 500,1204.771808999998,0.2417663904664062,0.3756463558329627,0.3794377335355871,-0.0051516702338711,0.0
cifar10,HCAKC,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1062.8475923000078,0.4170277169169169,0.4835437361214709,0.4844539745714044,0.0700483035770428,0.0
fashionmnist,HCAKC,Qwen2-VL,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,2823.3229548999952,0.2423513813813813,0.3368680255278152,0.3380367754545018,0.0023940090879125,0.0
mnist,HCAKC,Qwen2-VL,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1028 1009 974 982 1010 958 892,497.9167297000095,0.1329308808961273,0.1774717225079193,0.178922518663837,-0.0099361789731555,0.0
orl,K-MedoidsSC,Qwen2-VL,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.9233104000013554,0.003068376068376,0.0067680079835045,0.4166814799981937,-0.2517202424569383,0.0
semeion,K-MedoidsSC,Qwen2-VL,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,5.739486900012707,0.0097997342251227,0.0185028862135552,0.0294855988198762,-0.1215127150380733,0.0
retinamnist,K-MedoidsSC,Qwen2-VL,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,4.768894399996498,0.0019737388792977,0.0033756209464016,0.0069599935237147,-0.0227675706439922,0.0
digits,K-MedoidsSC,Qwen2-VL,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,8.443069700006163,0.0236871969892208,0.0468984956500558,0.0563379189987802,-0.1875522127948086,0.0
